filename,measure
beam groups 12 semiquavers compound-1124.png,3542
beam groups 12 semiquavers compound-1125.png,3545
beam groups 12 semiquavers compound-1126.png,3548
beam groups 12 semiquavers compound-1127.png,3581
beam groups 12 semiquavers compound-1128.png,3584
beam groups 12 semiquavers compound-1129.png,3587
beam groups 12 semiquavers compound-113.png,1509
beam groups 12 semiquavers compound-1130.png,3560
beam groups 12 semiquavers compound-1131.png,3563
beam groups 12 semiquavers compound-1132.png,3566
beam groups 12 semiquavers compound-1133.png,3569
beam groups 12 semiquavers compound-1134.png,3572
beam groups 12 semiquavers compound-1135.png,1735
beam groups 12 semiquavers compound-1136.png,3578
beam groups 12 semiquavers compound-1137.png,3581
beam groups 12 semiquavers compound-1138.png,3584
beam groups 12 semiquavers compound-1139.png,3588
beam groups 12 semiquavers compound-114.png,394
beam groups 12 semiquavers compound-1140.png,3592
beam groups 12 semiquavers compound-1141.png,3596
beam groups 12 semiquavers compound-1142.png,3600
beam groups 12 semiquavers compound-1143.png,3604
beam groups 12 semiquavers compound-1144.png,3607
beam groups 12 semiquavers compound-1145.png,3611
beam groups 12 semiquavers compound-1146.png,3615
beam groups 12 semiquavers compound-1147.png,3619
beam groups 12 semiquavers compound-1148.png,3622
beam groups 12 semiquavers compound-1149.png,3625
beam groups 12 semiquavers compound-115.png,397
beam groups 12 semiquavers compound-1150.png,3628
beam groups 12 semiquavers compound-1151.png,3631
beam groups 12 semiquavers compound-1152.png,3635
beam groups 12 semiquavers compound-1153.png,3639
beam groups 12 semiquavers compound-1154.png,3643
beam groups 12 semiquavers compound-1155.png,3647
beam groups 12 semiquavers compound-1156.png,3651
beam groups 12 semiquavers compound-1157.png,3654
beam groups 12 semiquavers compound-1158.png,3657
beam groups 12 semiquavers compound-1159.png,3660
beam groups 12 semiquavers compound-116.png,401
beam groups 12 semiquavers compound-1160.png,3663
beam groups 12 semiquavers compound-1161.png,3666
beam groups 12 semiquavers compound-1162.png,3669
beam groups 12 semiquavers compound-1163.png,3672
beam groups 12 semiquavers compound-1164.png,3675
beam groups 12 semiquavers compound-1165.png,3678
beam groups 12 semiquavers compound-1166.png,3681
beam groups 12 semiquavers compound-1167.png,3684
beam groups 12 semiquavers compound-1168.png,3687
beam groups 12 semiquavers compound-1169.png,3690
beam groups 12 semiquavers compound-117.png,404
beam groups 12 semiquavers compound-1170.png,3693
beam groups 12 semiquavers compound-1171.png,3696
beam groups 12 semiquavers compound-1172.png,3699
beam groups 12 semiquavers compound-1173.png,3702
beam groups 12 semiquavers compound-1174.png,3705
beam groups 12 semiquavers compound-1175.png,3708
beam groups 12 semiquavers compound-1176.png,3711
beam groups 12 semiquavers compound-1177.png,3714
beam groups 12 semiquavers compound-1178.png,3717
beam groups 12 semiquavers compound-1179.png,3720
beam groups 12 semiquavers compound-118.png,407
beam groups 12 semiquavers compound-1180.png,3723
beam groups 12 semiquavers compound-1181.png,3726
beam groups 12 semiquavers compound-1182.png,3729
beam groups 12 semiquavers compound-1183.png,3782
beam groups 12 semiquavers compound-1184.png,37385
beam groups 12 semiquavers compound-1185.png,3788
beam groups 12 semiquavers compound-1186.png,3741
beam groups 12 semiquavers compound-1187.png,3744
beam groups 12 semiquavers compound-1188.png,3747
beam groups 12 semiquavers compound-1189.png,3750
beam groups 12 semiquavers compound-119.png,410
beam groups 12 semiquavers compound-1190.png,3783
beam groups 12 semiquavers compound-1191.png,3756
beam groups 12 semiquavers compound-1192.png,3759
beam groups 12 semiquavers compound-1193.png,3762
beam groups 12 semiquavers compound-1194.png,3765
beam groups 12 semiquavers compound-1195.png,3768
beam groups 12 semiquavers compound-1196.png,3771
beam groups 12 semiquavers compound-1197.png,3774
beam groups 12 semiquavers compound-1198.png,3777
beam groups 12 semiquavers compound-1199.png,3780
beam groups 12 semiquavers compound-120.png,413
beam groups 12 semiquavers compound-1200.png,1799
beam groups 12 semiquavers compound-1201.png,3786
beam groups 12 semiquavers compound-1202.png,3789
beam groups 12 semiquavers compound-1203.png,3792
beam groups 12 semiquavers compound-1204.png,3795
beam groups 12 semiquavers compound-1205.png,3798
beam groups 12 semiquavers compound-1206.png,3801
beam groups 12 semiquavers compound-1207.png,3804
beam groups 12 semiquavers compound-1208.png,3807
beam groups 12 semiquavers compound-1209.png,3810
beam groups 12 semiquavers compound-121.png,416
beam groups 12 semiquavers compound-1210.png,38813
beam groups 12 semiquavers compound-1211.png,3816
beam groups 12 semiquavers compound-1212.png,3819
beam groups 12 semiquavers compound-1213.png,3822
beam groups 12 semiquavers compound-1214.png,3825
beam groups 12 semiquavers compound-1215.png,3828
beam groups 12 semiquavers compound-1216.png,3831
beam groups 12 semiquavers compound-1217.png,3834
beam groups 12 semiquavers compound-1218.png,3837
beam groups 12 semiquavers compound-1219.png,3840
beam groups 12 semiquavers compound-122.png,419
beam groups 12 semiquavers compound-1220.png,3844
beam groups 12 semiquavers compound-1221.png,3847
beam groups 12 semiquavers compound-1222.png,3850
beam groups 12 semiquavers compound-1223.png,3853
beam groups 12 semiquavers compound-1224.png,3857
beam groups 12 semiquavers compound-1225.png,3860
beam groups 12 semiquavers compound-1226.png,3863
beam groups 12 semiquavers compound-1227.png,3866
beam groups 12 semiquavers compound-1228.png,3869
beam groups 12 semiquavers compound-1229.png,3872
beam groups 12 semiquavers compound-123.png,4292
beam groups 12 semiquavers compound-1230.png,3875
beam groups 12 semiquavers compound-1231.png,3878
beam groups 12 semiquavers compound-1232.png,3881
beam groups 12 semiquavers compound-1233.png,3884
beam groups 12 semiquavers compound-1234.png,3887
beam groups 12 semiquavers compound-1235.png,3890
beam groups 12 semiquavers compound-1236.png,3893
beam groups 12 semiquavers compound-1237.png,3896
beam groups 12 semiquavers compound-1238.png,3899
beam groups 12 semiquavers compound-1239.png,38902
beam groups 12 semiquavers compound-124.png,425
beam groups 12 semiquavers compound-1240.png,3905
beam groups 12 semiquavers compound-1241.png,3908
beam groups 12 semiquavers compound-1242.png,3911
beam groups 12 semiquavers compound-1243.png,3914
beam groups 12 semiquavers compound-1244.png,3917
beam groups 12 semiquavers compound-1245.png,3920
beam groups 12 semiquavers compound-1246.png,3923
beam groups 12 semiquavers compound-1247.png,3926
beam groups 12 semiquavers compound-1248.png,3929
beam groups 12 semiquavers compound-1249.png,3932
beam groups 12 semiquavers compound-125.png,428
beam groups 12 semiquavers compound-1250.png,39385
beam groups 12 semiquavers compound-1251.png,39388
beam groups 12 semiquavers compound-1252.png,3941
beam groups 12 semiquavers compound-1253.png,3944
beam groups 12 semiquavers compound-1254.png,3947
beam groups 12 semiquavers compound-1255.png,3950
beam groups 12 semiquavers compound-1256.png,3953
beam groups 12 semiquavers compound-1257.png,3956
beam groups 12 semiquavers compound-1258.png,3959
beam groups 12 semiquavers compound-1259.png,3962
beam groups 12 semiquavers compound-126.png,431
beam groups 12 semiquavers compound-1260.png,3965
beam groups 12 semiquavers compound-1261.png,3968
beam groups 12 semiquavers compound-1262.png,3972
beam groups 12 semiquavers compound-1263.png,1893
beam groups 12 semiquavers compound-1264.png,3978
beam groups 12 semiquavers compound-1265.png,3981
beam groups 12 semiquavers compound-1266.png,3984
beam groups 12 semiquavers compound-1267.png,3987
beam groups 12 semiquavers compound-1268.png,3990
beam groups 12 semiquavers compound-1269.png,3993
beam groups 12 semiquavers compound-127.png,434
beam groups 12 semiquavers compound-1270.png,3996
beam groups 12 semiquavers compound-1271.png,3999
beam groups 12 semiquavers compound-1272.png,4002
beam groups 12 semiquavers compound-1273.png,4005
beam groups 12 semiquavers compound-1274.png,4008
beam groups 12 semiquavers compound-1275.png,4011
beam groups 12 semiquavers compound-1276.png,4014
beam groups 12 semiquavers compound-1277.png,4017
beam groups 12 semiquavers compound-1278.png,4020
beam groups 12 semiquavers compound-1279.png,4023
beam groups 12 semiquavers compound-128.png,437
beam groups 12 semiquavers compound-1280.png,4026
beam groups 12 semiquavers compound-1281.png,4029
beam groups 12 semiquavers compound-1282.png,4032
beam groups 12 semiquavers compound-1283.png,4036
beam groups 12 semiquavers compound-1284.png,4039
beam groups 12 semiquavers compound-1285.png,4042
beam groups 12 semiquavers compound-1286.png,4045
beam groups 12 semiquavers compound-1287.png,4048
beam groups 12 semiquavers compound-1288.png,4051
beam groups 12 semiquavers compound-1289.png,4054
beam groups 12 semiquavers compound-129.png,440
beam groups 12 semiquavers compound-1290.png,4057
beam groups 12 semiquavers compound-1291.png,4060
beam groups 12 semiquavers compound-1292.png,4063
beam groups 12 semiquavers compound-1293.png,4066
beam groups 12 semiquavers compound-1294.png,4069
beam groups 12 semiquavers compound-1295.png,4072
beam groups 12 semiquavers compound-1296.png,4075
beam groups 12 semiquavers compound-1297.png,4078
beam groups 12 semiquavers compound-1298.png,4081
beam groups 12 semiquavers compound-1299.png,4084
beam groups 12 semiquavers compound-130.png,443
beam groups 12 semiquavers compound-1300.png,4087
beam groups 12 semiquavers compound-1301.png,4090
beam groups 12 semiquavers compound-1302.png,4093
beam groups 12 semiquavers compound-131.png,446
beam groups 12 semiquavers compound-132.png,450
beam groups 12 semiquavers compound-133.png,454
beam groups 12 semiquavers compound-134.png,458
beam groups 12 semiquavers compound-135.png,461
beam groups 12 semiquavers compound-136.png,465
beam groups 12 semiquavers compound-137.png,468
beam groups 12 semiquavers compound-138.png,471
beam groups 12 semiquavers compound-139.png,474
beam groups 12 semiquavers compound-140.png,477
beam groups 12 semiquavers compound-141.png,480
beam groups 12 semiquavers compound-142.png,483
beam groups 12 semiquavers compound-143.png,486
beam groups 12 semiquavers compound-144.png,489
beam groups 12 semiquavers compound-145.png,492
beam groups 12 semiquavers compound-146.png,495
beam groups 12 semiquavers compound-147.png,498
beam groups 12 semiquavers compound-148.png,501
beam groups 12 semiquavers compound-149.png,504
beam groups 12 semiquavers compound-150.png,507
beam groups 12 semiquavers compound-151.png,510
beam groups 12 semiquavers compound-152.png,514
beam groups 12 semiquavers compound-153.png,518
beam groups 12 semiquavers compound-154.png,22
beam groups 12 semiquavers compound-155.png,526
beam groups 12 semiquavers compound-156.png,5380
beam groups 12 semiquavers compound-157.png,584
beam groups 12 semiquavers compound-158.png,588
beam groups 12 semiquavers compound-159.png,542
beam groups 12 semiquavers compound-160.png,546
beam groups 12 semiquavers compound-161.png,550
beam groups 12 semiquavers compound-162.png,584
beam groups 12 semiquavers compound-163.png,587
beam groups 12 semiquavers compound-164.png,561
beam groups 12 semiquavers compound-165.png,565
beam groups 12 semiquavers compound-166.png,569
beam groups 12 semiquavers compound-167.png,573
beam groups 12 semiquavers compound-168.png,577
beam groups 12 semiquavers compound-169.png,580
beam groups 12 semiquavers compound-170.png,583
beam groups 12 semiquavers compound-171.png,586
beam groups 12 semiquavers compound-172.png,589
beam groups 12 semiquavers compound-173.png,592
beam groups 12 semiquavers compound-174.png,595
beam groups 12 semiquavers compound-175.png,598
beam groups 12 semiquavers compound-176.png,601
beam groups 12 semiquavers compound-177.png,604
beam groups 12 semiquavers compound-178.png,607
beam groups 12 semiquavers compound-179.png,610
beam groups 12 semiquavers compound-180.png,613
beam groups 12 semiquavers compound-181.png,616
beam groups 12 semiquavers compound-182.png,619
beam groups 12 semiquavers compound-183.png,622
beam groups 12 semiquavers compound-184.png,625
beam groups 12 semiquavers compound-185.png,628
beam groups 12 semiquavers compound-186.png,631
beam groups 12 semiquavers compound-187.png,634
beam groups 12 semiquavers compound-188.png,637
beam groups 12 semiquavers compound-189.png,640
beam groups 12 semiquavers compound-190.png,644
beam groups 12 semiquavers compound-191.png,647
beam groups 12 semiquavers compound-192.png,650
beam groups 12 semiquavers compound-193.png,658
beam groups 12 semiquavers compound-194.png,656
beam groups 12 semiquavers compound-195.png,659
beam groups 12 semiquavers compound-196.png,662
beam groups 12 semiquavers compound-197.png,665
beam groups 12 semiquavers compound-198.png,668
beam groups 12 semiquavers compound-199.png,671
beam groups 12 semiquavers compound-200.png,674
beam groups 12 semiquavers compound-201.png,677
beam groups 12 semiquavers compound-202.png,680
beam groups 12 semiquavers compound-203.png,683
beam groups 12 semiquavers compound-204.png,686
beam groups 12 semiquavers compound-205.png,689
beam groups 12 semiquavers compound-206.png,692
beam groups 12 semiquavers compound-207.png,695
beam groups 12 semiquavers compound-208.png,698
beam groups 12 semiquavers compound-209.png,701
beam groups 12 semiquavers compound-210.png,704
beam groups 12 semiquavers compound-211.png,708
beam groups 12 semiquavers compound-212.png,711
beam groups 12 semiquavers compound-213.png,714
beam groups 12 semiquavers compound-214.png,717
beam groups 12 semiquavers compound-215.png,720
beam groups 12 semiquavers compound-216.png,723
beam groups 12 semiquavers compound-217.png,726
beam groups 12 semiquavers compound-218.png,729
beam groups 12 semiquavers compound-219.png,7382
beam groups 12 semiquavers compound-220.png,7385
beam groups 12 semiquavers compound-221.png,788
beam groups 12 semiquavers compound-222.png,741
beam groups 12 semiquavers compound-223.png,744
beam groups 12 semiquavers compound-224.png,747
beam groups 12 semiquavers compound-225.png,750
beam groups 12 semiquavers compound-226.png,758
beam groups 12 semiquavers compound-227.png,756
beam groups 12 semiquavers compound-228.png,759
beam groups 12 semiquavers compound-229.png,762
beam groups 12 semiquavers compound-230.png,765
beam groups 12 semiquavers compound-231.png,769
beam groups 12 semiquavers compound-232.png,778
beam groups 12 semiquavers compound-233.png,777
beam groups 12 semiquavers compound-234.png,781
beam groups 12 semiquavers compound-235.png,785
beam groups 12 semiquavers compound-236.png,789
beam groups 12 semiquavers compound-237.png,792
beam groups 12 semiquavers compound-238.png,796
beam groups 12 semiquavers compound-239.png,799
beam groups 12 semiquavers compound-240.png,803
beam groups 12 semiquavers compound-241.png,806
beam groups 12 semiquavers compound-242.png,809
beam groups 12 semiquavers compound-243.png,812
beam groups 12 semiquavers compound-244.png,815
beam groups 12 semiquavers compound-245.png,819
beam groups 12 semiquavers compound-246.png,822
beam groups 12 semiquavers compound-247.png,826
beam groups 12 semiquavers compound-248.png,829
beam groups 12 semiquavers compound-249.png,8383
beam groups 12 semiquavers compound-250.png,837
beam groups 12 semiquavers compound-251.png,840
beam groups 12 semiquavers compound-252.png,843
beam groups 12 semiquavers compound-253.png,846
beam groups 12 semiquavers compound-254.png,849
beam groups 12 semiquavers compound-255.png,852
beam groups 12 semiquavers compound-256.png,855
beam groups 12 semiquavers compound-257.png,858
beam groups 12 semiquavers compound-258.png,861
beam groups 12 semiquavers compound-259.png,864
beam groups 12 semiquavers compound-260.png,867
beam groups 12 semiquavers compound-261.png,870
beam groups 12 semiquavers compound-262.png,873
beam groups 12 semiquavers compound-263.png,876
beam groups 12 semiquavers compound-264.png,879
beam groups 12 semiquavers compound-265.png,882
beam groups 12 semiquavers compound-266.png,885
beam groups 12 semiquavers compound-267.png,888
beam groups 12 semiquavers compound-268.png,891
beam groups 12 semiquavers compound-269.png,894
beam groups 12 semiquavers compound-270.png,898
beam groups 12 semiquavers compound-271.png,902
beam groups 12 semiquavers compound-272.png,906
beam groups 12 semiquavers compound-273.png,909
beam groups 12 semiquavers compound-274.png,9138
beam groups 12 semiquavers compound-275.png,916
beam groups 12 semiquavers compound-276.png,919
beam groups 12 semiquavers compound-277.png,922
beam groups 12 semiquavers compound-278.png,925
beam groups 12 semiquavers compound-279.png,928
beam groups 12 semiquavers compound-280.png,931
beam groups 12 semiquavers compound-281.png,934
beam groups 12 semiquavers compound-282.png,937
beam groups 12 semiquavers compound-283.png,940
beam groups 12 semiquavers compound-284.png,948
beam groups 12 semiquavers compound-285.png,946
beam groups 12 semiquavers compound-286.png,949
beam groups 12 semiquavers compound-287.png,952
beam groups 12 semiquavers compound-288.png,955
beam groups 12 semiquavers compound-289.png,958
beam groups 12 semiquavers compound-290.png,962
beam groups 12 semiquavers compound-291.png,966
beam groups 12 semiquavers compound-292.png,970
beam groups 12 semiquavers compound-293.png,9738
beam groups 12 semiquavers compound-294.png,977
beam groups 12 semiquavers compound-295.png,980
beam groups 12 semiquavers compound-296.png,983
beam groups 12 semiquavers compound-297.png,986
beam groups 12 semiquavers compound-298.png,989
beam groups 12 semiquavers compound-299.png,992
beam groups 12 semiquavers compound-300.png,995
beam groups 12 semiquavers compound-301.png,998
beam groups 12 semiquavers compound-302.png,1001
beam groups 12 semiquavers compound-303.png,1004
beam groups 12 semiquavers compound-304.png,1007
beam groups 12 semiquavers compound-305.png,1010
beam groups 12 semiquavers compound-306.png,1013
beam groups 12 semiquavers compound-307.png,1016
beam groups 12 semiquavers compound-308.png,1019
beam groups 12 semiquavers compound-309.png,1022
beam groups 12 semiquavers compound-310.png,1026
beam groups 12 semiquavers compound-311.png,10380
beam groups 12 semiquavers compound-312.png,10384
beam groups 12 semiquavers compound-313.png,1088
beam groups 12 semiquavers compound-314.png,1042
beam groups 12 semiquavers compound-315.png,1046
beam groups 12 semiquavers compound-316.png,1050
beam groups 12 semiquavers compound-317.png,1054
beam groups 12 semiquavers compound-318.png,1058
beam groups 12 semiquavers compound-319.png,1062
beam groups 12 semiquavers compound-320.png,1066
beam groups 12 semiquavers compound-321.png,1070
beam groups 12 semiquavers compound-322.png,1074
beam groups 12 semiquavers compound-323.png,1078
beam groups 12 semiquavers compound-324.png,1082
beam groups 12 semiquavers compound-325.png,1086
beam groups 12 semiquavers compound-326.png,1090
beam groups 12 semiquavers compound-327.png,1093
beam groups 12 semiquavers compound-328.png,1096
beam groups 12 semiquavers compound-329.png,1099
beam groups 12 semiquavers compound-330.png,1102
beam groups 12 semiquavers compound-331.png,1105
beam groups 12 semiquavers compound-332.png,1108
