filename,measure
beam groups 12 demisemiquavers simple-054.png,"160"
beam groups 12 demisemiquavers simple-055.png,"163"
beam groups 12 demisemiquavers simple-056.png,"166"
beam groups 12 demisemiquavers simple-057.png,"169"
beam groups 12 demisemiquavers simple-058.png,"172"
beam groups 12 demisemiquavers simple-059.png,"175"
beam groups 12 demisemiquavers simple-060.png,"178"
beam groups 12 demisemiquavers simple-061.png,"181"
beam groups 12 demisemiquavers simple-062.png,"184"
beam groups 12 demisemiquavers simple-063.png,"187"
beam groups 12 demisemiquavers simple-064.png,"190"
beam groups 12 demisemiquavers simple-065.png,"193"
beam groups 12 demisemiquavers simple-066.png,"196"
beam groups 12 demisemiquavers simple-067.png,"199"
beam groups 12 demisemiquavers simple-068.png,"202"
beam groups 12 demisemiquavers simple-069.png,"205"
beam groups 12 demisemiquavers simple-070.png,"208"
beam groups 12 demisemiquavers simple-071.png,"211"
beam groups 12 demisemiquavers simple-072.png,"214"
beam groups 12 demisemiquavers simple-073.png,"217"
beam groups 12 demisemiquavers simple-074.png,"220"
beam groups 12 demisemiquavers simple-075.png,"223"
beam groups 12 demisemiquavers simple-076.png,"226"
beam groups 12 demisemiquavers simple-077.png,"229"
beam groups 12 demisemiquavers simple-078.png,"2382"
beam groups 12 demisemiquavers simple-079.png,"2385"
beam groups 12 demisemiquavers simple-080.png,"2388"
beam groups 12 demisemiquavers simple-081.png,"247"
beam groups 12 demisemiquavers simple-082.png,"244"
beam groups 12 demisemiquavers simple-083.png,"247"
beam groups 12 demisemiquavers simple-084.png,"250"
beam groups 12 demisemiquavers simple-085.png,"253"
beam groups 12 demisemiquavers simple-086.png,"256"
beam groups 12 demisemiquavers simple-087.png,"259"
beam groups 12 demisemiquavers simple-088.png,"262"
beam groups 12 demisemiquavers simple-089.png,"265"
beam groups 12 demisemiquavers simple-090.png,"268"
beam groups 12 demisemiquavers simple-091.png,"271"
beam groups 12 demisemiquavers simple-092.png,"274"
beam groups 12 demisemiquavers simple-093.png,"277"
beam groups 12 demisemiquavers simple-094.png,"280"
beam groups 12 demisemiquavers simple-095.png,"283"
beam groups 12 demisemiquavers simple-096.png,"286"
beam groups 12 demisemiquavers simple-097.png,"289"
beam groups 12 demisemiquavers simple-098.png,"292"
beam groups 12 demisemiquavers simple-099.png,"295"
beam groups 12 demisemiquavers simple-100.png,"298"
beam groups 12 demisemiquavers simple-1000.png,"2998"
beam groups 12 demisemiquavers simple-1001.png,"3001"
beam groups 12 demisemiquavers simple-1002.png,"3004"
beam groups 12 demisemiquavers simple-1003.png,"3007"
beam groups 12 demisemiquavers simple-1004.png,"3010"
beam groups 12 demisemiquavers simple-1005.png,"3013"
beam groups 12 demisemiquavers simple-1006.png,"3016"
beam groups 12 demisemiquavers simple-1007.png,"3019"
beam groups 12 demisemiquavers simple-1008.png,"3022"
beam groups 12 demisemiquavers simple-1009.png,"3025"
beam groups 12 demisemiquavers simple-101.png,"301"
beam groups 12 demisemiquavers simple-1010.png,"3028"
beam groups 12 demisemiquavers simple-1011.png,"3031"
beam groups 12 demisemiquavers simple-1012.png,"3034"
beam groups 12 demisemiquavers simple-1013.png,"3037"
beam groups 12 demisemiquavers simple-1014.png,"3040"
beam groups 12 demisemiquavers simple-1015.png,"3043"
beam groups 12 demisemiquavers simple-1016.png,"3046"
beam groups 12 demisemiquavers simple-1017.png,"3049"
beam groups 12 demisemiquavers simple-1018.png,"3052"
beam groups 12 demisemiquavers simple-1019.png,"3055"
beam groups 12 demisemiquavers simple-102.png,"304"
beam groups 12 demisemiquavers simple-1020.png,"3058"
beam groups 12 demisemiquavers simple-1021.png,"3061"
beam groups 12 demisemiquavers simple-1022.png,"3064"
beam groups 12 demisemiquavers simple-1023.png,"3067"
beam groups 12 demisemiquavers simple-1024.png,"3070"
beam groups 12 demisemiquavers simple-1025.png,"3073"
beam groups 12 demisemiquavers simple-1026.png,"3076"
beam groups 12 demisemiquavers simple-1027.png,"3079"
beam groups 12 demisemiquavers simple-1028.png,"3082"
beam groups 12 demisemiquavers simple-1029.png,"3085"
beam groups 12 demisemiquavers simple-103.png,"307"
beam groups 12 demisemiquavers simple-1030.png,"3088"
beam groups 12 demisemiquavers simple-1031.png,"3091"
beam groups 12 demisemiquavers simple-1032.png,"3094"
beam groups 12 demisemiquavers simple-1033.png,"3097"
beam groups 12 demisemiquavers simple-1034.png,"3100"
beam groups 12 demisemiquavers simple-1035.png,"3103"
beam groups 12 demisemiquavers simple-1036.png,"3106"
beam groups 12 demisemiquavers simple-1037.png,"3109"
beam groups 12 demisemiquavers simple-1038.png,"3112"
beam groups 12 demisemiquavers simple-1039.png,"3115"
beam groups 12 demisemiquavers simple-104.png,"310"
beam groups 12 demisemiquavers simple-1040.png,"3118"
beam groups 12 demisemiquavers simple-1041.png,"3121"
beam groups 12 demisemiquavers simple-1042.png,"3124"
beam groups 12 demisemiquavers simple-1043.png,"3127"
beam groups 12 demisemiquavers simple-1044.png,"3130"
beam groups 12 demisemiquavers simple-1045.png,"3133"
beam groups 12 demisemiquavers simple-1046.png,"3136"
beam groups 12 demisemiquavers simple-1047.png,"3139"
beam groups 12 demisemiquavers simple-1048.png,"3142"
beam groups 12 demisemiquavers simple-1049.png,"3145"
beam groups 12 demisemiquavers simple-105.png,"313"
beam groups 12 demisemiquavers simple-1050.png,"3148"
beam groups 12 demisemiquavers simple-1051.png,"3181"
beam groups 12 demisemiquavers simple-1052.png,"3154"
beam groups 12 demisemiquavers simple-1053.png,"3157"
beam groups 12 demisemiquavers simple-1054.png,"3160"
beam groups 12 demisemiquavers simple-1055.png,"3163"
beam groups 12 demisemiquavers simple-1056.png,"3166"
beam groups 12 demisemiquavers simple-1057.png,"3169"
beam groups 12 demisemiquavers simple-1058.png,"3172"
beam groups 12 demisemiquavers simple-1059.png,"3175"
beam groups 12 demisemiquavers simple-106.png,"316"
beam groups 12 demisemiquavers simple-1060.png,"3178"
beam groups 12 demisemiquavers simple-1061.png,"3181"
beam groups 12 demisemiquavers simple-1062.png,"3184"
beam groups 12 demisemiquavers simple-1063.png,"3187"
beam groups 12 demisemiquavers simple-1064.png,"3190"
beam groups 12 demisemiquavers simple-1065.png,"3193"
beam groups 12 demisemiquavers simple-1066.png,"3196"
beam groups 12 demisemiquavers simple-1067.png,"3199"
beam groups 12 demisemiquavers simple-1068.png,"3202"
beam groups 12 demisemiquavers simple-1069.png,"3205"
beam groups 12 demisemiquavers simple-107.png,"319"
beam groups 12 demisemiquavers simple-1070.png,"3208"
beam groups 12 demisemiquavers simple-1071.png,"3211"
beam groups 12 demisemiquavers simple-1072.png,"3214"
beam groups 12 demisemiquavers simple-1073.png,"3217"
beam groups 12 demisemiquavers simple-1074.png,"3220"
beam groups 12 demisemiquavers simple-1075.png,"3223"
beam groups 12 demisemiquavers simple-1076.png,"3226"
beam groups 12 demisemiquavers simple-1077.png,"3229"
beam groups 12 demisemiquavers simple-1078.png,"3232"
beam groups 12 demisemiquavers simple-1079.png,"3235"
beam groups 12 demisemiquavers simple-108.png,"322"
beam groups 12 demisemiquavers simple-1080.png,"3238"
beam groups 12 demisemiquavers simple-1081.png,"3241"
beam groups 12 demisemiquavers simple-1082.png,"3244"
beam groups 12 demisemiquavers simple-1083.png,"3247"
beam groups 12 demisemiquavers simple-1084.png,"3250"
beam groups 12 demisemiquavers simple-1085.png,"3253"
beam groups 12 demisemiquavers simple-1086.png,"3256"
beam groups 12 demisemiquavers simple-1087.png,"3259"
beam groups 12 demisemiquavers simple-1088.png,"3262"
beam groups 12 demisemiquavers simple-1089.png,"3265"
beam groups 12 demisemiquavers simple-109.png,"325"
beam groups 12 demisemiquavers simple-1090.png,"3268"
beam groups 12 demisemiquavers simple-1091.png,"3271"
beam groups 12 demisemiquavers simple-1092.png,"3274"
beam groups 12 demisemiquavers simple-1093.png,"3277"
beam groups 12 demisemiquavers simple-1094.png,"3280"
beam groups 12 demisemiquavers simple-1095.png,"3283"
beam groups 12 demisemiquavers simple-1096.png,"3286"
beam groups 12 demisemiquavers simple-1097.png,"3289"
beam groups 12 demisemiquavers simple-1098.png,"3292"
beam groups 12 demisemiquavers simple-1099.png,"3295"
beam groups 12 demisemiquavers simple-110.png,"328"
beam groups 12 demisemiquavers simple-1100.png,"3298"
beam groups 12 demisemiquavers simple-1101.png,"3301"
beam groups 12 demisemiquavers simple-1102.png,"3304"
beam groups 12 demisemiquavers simple-1103.png,"3307"
beam groups 12 demisemiquavers simple-1104.png,"3310"
beam groups 12 demisemiquavers simple-1105.png,"3313"
beam groups 12 demisemiquavers simple-1106.png,"3316"
beam groups 12 demisemiquavers simple-1107.png,"3319"
beam groups 12 demisemiquavers simple-1108.png,"3322"
beam groups 12 demisemiquavers simple-1109.png,"3325"
beam groups 12 demisemiquavers simple-111.png,"331"
beam groups 12 demisemiquavers simple-1110.png,"3328"
beam groups 12 demisemiquavers simple-1111.png,"3331"
beam groups 12 demisemiquavers simple-1112.png,"3334"
beam groups 12 demisemiquavers simple-1113.png,"3337"
beam groups 12 demisemiquavers simple-1114.png,"3340"
beam groups 12 demisemiquavers simple-1115.png,"3343"
beam groups 12 demisemiquavers simple-1116.png,"3346"
beam groups 12 demisemiquavers simple-1117.png,"3349"
beam groups 12 demisemiquavers simple-1118.png,"33582"
beam groups 12 demisemiquavers simple-1119.png,"33585"
beam groups 12 demisemiquavers simple-112.png,"334"
beam groups 12 demisemiquavers simple-1120.png,"3358"
beam groups 12 demisemiquavers simple-1121.png,"3361"
beam groups 12 demisemiquavers simple-1122.png,"3364"
beam groups 12 demisemiquavers simple-1123.png,"3367"
beam groups 12 demisemiquavers simple-1124.png,"3370"
beam groups 12 demisemiquavers simple-1125.png,"3373"
beam groups 12 demisemiquavers simple-1126.png,"3376"
beam groups 12 demisemiquavers simple-1127.png,"3379"
beam groups 12 demisemiquavers simple-1128.png,"3382"
beam groups 12 demisemiquavers simple-1129.png,"3385"
beam groups 12 demisemiquavers simple-113.png,"337"
beam groups 12 demisemiquavers simple-1130.png,"3388"
beam groups 12 demisemiquavers simple-1131.png,"3391"
beam groups 12 demisemiquavers simple-1132.png,"3394"
beam groups 12 demisemiquavers simple-1133.png,"3397"
beam groups 12 demisemiquavers simple-1134.png,"3400"
beam groups 12 demisemiquavers simple-1135.png,"3403"
beam groups 12 demisemiquavers simple-1136.png,"3406"
beam groups 12 demisemiquavers simple-1137.png,"3409"
beam groups 12 demisemiquavers simple-1138.png,"3412"
beam groups 12 demisemiquavers simple-1139.png,"3415"
beam groups 12 demisemiquavers simple-114.png,"340"
beam groups 12 demisemiquavers simple-1140.png,"3418"
beam groups 12 demisemiquavers simple-1141.png,"3421"
beam groups 12 demisemiquavers simple-1142.png,"3424"
beam groups 12 demisemiquavers simple-1143.png,"3427"
beam groups 12 demisemiquavers simple-1144.png,"3430"
beam groups 12 demisemiquavers simple-1145.png,"3433"
beam groups 12 demisemiquavers simple-1146.png,"3436"
beam groups 12 demisemiquavers simple-1147.png,"3439"
beam groups 12 demisemiquavers simple-1148.png,"3442"
beam groups 12 demisemiquavers simple-1149.png,"3445"
beam groups 12 demisemiquavers simple-115.png,"343"
beam groups 12 demisemiquavers simple-1150.png,"3448"
beam groups 12 demisemiquavers simple-1151.png,"3451"
beam groups 12 demisemiquavers simple-1152.png,"3454"
beam groups 12 demisemiquavers simple-1153.png,"3457"
beam groups 12 demisemiquavers simple-1154.png,"3460"
beam groups 12 demisemiquavers simple-1155.png,"3463"
beam groups 12 demisemiquavers simple-1156.png,"3466"
beam groups 12 demisemiquavers simple-1157.png,"3469"
beam groups 12 demisemiquavers simple-1158.png,"3472"
beam groups 12 demisemiquavers simple-1159.png,"3475"
beam groups 12 demisemiquavers simple-116.png,"346"
beam groups 12 demisemiquavers simple-1160.png,"3478"
beam groups 12 demisemiquavers simple-1161.png,"3481"
beam groups 12 demisemiquavers simple-1162.png,"3484"
beam groups 12 demisemiquavers simple-1163.png,"3487"
beam groups 12 demisemiquavers simple-1164.png,"3490"
beam groups 12 demisemiquavers simple-1165.png,"3493"
beam groups 12 demisemiquavers simple-1166.png,"3496"
beam groups 12 demisemiquavers simple-1167.png,"3499"
beam groups 12 demisemiquavers simple-1168.png,"3502"
beam groups 12 demisemiquavers simple-1169.png,"3505"
beam groups 12 demisemiquavers simple-117.png,"349"
beam groups 12 demisemiquavers simple-1170.png,"3508"
beam groups 12 demisemiquavers simple-1171.png,"3511"
beam groups 12 demisemiquavers simple-1172.png,"3414"
beam groups 12 demisemiquavers simple-1173.png,"3517"
beam groups 12 demisemiquavers simple-1174.png,"3520"
beam groups 12 demisemiquavers simple-1175.png,"3523"
beam groups 12 demisemiquavers simple-1176.png,"3526"
beam groups 12 demisemiquavers simple-1177.png,"3529"
beam groups 12 demisemiquavers simple-1178.png,"35382"
beam groups 12 demisemiquavers simple-1179.png,"35385"
beam groups 12 demisemiquavers simple-118.png,"382"
beam groups 12 demisemiquavers simple-1180.png,"35388"
beam groups 12 demisemiquavers simple-1181.png,"3541"
beam groups 12 demisemiquavers simple-1182.png,"3544"
beam groups 12 demisemiquavers simple-1183.png,"3547"
beam groups 12 demisemiquavers simple-1184.png,"3550"
beam groups 12 demisemiquavers simple-1185.png,"3583"
beam groups 12 demisemiquavers simple-1186.png,"3556"
beam groups 12 demisemiquavers simple-1187.png,"3559"
beam groups 12 demisemiquavers simple-1188.png,"3562"
beam groups 12 demisemiquavers simple-1189.png,"3565"
beam groups 12 demisemiquavers simple-119.png,"1"
beam groups 12 demisemiquavers simple-1190.png,"3568"
beam groups 12 demisemiquavers simple-1191.png,"3571"
beam groups 12 demisemiquavers simple-1192.png,"3574"
beam groups 12 demisemiquavers simple-1193.png,"3577"
beam groups 12 demisemiquavers simple-1194.png,"3580"
beam groups 12 demisemiquavers simple-1195.png,"3583"
beam groups 12 demisemiquavers simple-1196.png,"3586"
beam groups 12 demisemiquavers simple-1197.png,"3589"
beam groups 12 demisemiquavers simple-1198.png,"3592"
beam groups 12 demisemiquavers simple-1199.png,"3595"
beam groups 12 demisemiquavers simple-120.png,"358"
beam groups 12 demisemiquavers simple-1200.png,"3598"
beam groups 12 demisemiquavers simple-1201.png,"3601"
beam groups 12 demisemiquavers simple-1202.png,"3604"
beam groups 12 demisemiquavers simple-1203.png,"3607"
beam groups 12 demisemiquavers simple-1204.png,"3610"
beam groups 12 demisemiquavers simple-1205.png,"3613"
beam groups 12 demisemiquavers simple-1206.png,"3616"
beam groups 12 demisemiquavers simple-1207.png,"3619"
beam groups 12 demisemiquavers simple-1208.png,"3622"
beam groups 12 demisemiquavers simple-1209.png,"3625"
beam groups 12 demisemiquavers simple-121.png,"361"
beam groups 12 demisemiquavers simple-1210.png,"3628"
beam groups 12 demisemiquavers simple-1211.png,"3631"
beam groups 12 demisemiquavers simple-1212.png,"3634"
beam groups 12 demisemiquavers simple-1213.png,"3637"
beam groups 12 demisemiquavers simple-1214.png,"3640"
beam groups 12 demisemiquavers simple-1215.png,"3643"
beam groups 12 demisemiquavers simple-1216.png,"3646"
beam groups 12 demisemiquavers simple-1217.png,"3649"
beam groups 12 demisemiquavers simple-1218.png,"3652"
beam groups 12 demisemiquavers simple-1219.png,"3655"
beam groups 12 demisemiquavers simple-122.png,"364"
beam groups 12 demisemiquavers simple-1220.png,"3658"
beam groups 12 demisemiquavers simple-1221.png,"3661"
beam groups 12 demisemiquavers simple-1222.png,"3664"
beam groups 12 demisemiquavers simple-1223.png,"3667"
beam groups 12 demisemiquavers simple-1224.png,"3670"
beam groups 12 demisemiquavers simple-1225.png,"3673"
beam groups 12 demisemiquavers simple-1226.png,"3676"
beam groups 12 demisemiquavers simple-1227.png,"3679"
beam groups 12 demisemiquavers simple-1228.png,"3682"
beam groups 12 demisemiquavers simple-1229.png,"3685"
beam groups 12 demisemiquavers simple-123.png,"367"
beam groups 12 demisemiquavers simple-1230.png,"3688"
beam groups 12 demisemiquavers simple-1231.png,"3691"
beam groups 12 demisemiquavers simple-1232.png,"3694"
beam groups 12 demisemiquavers simple-1233.png,"3697"
beam groups 12 demisemiquavers simple-1234.png,"3700"
beam groups 12 demisemiquavers simple-1235.png,"3703"
beam groups 12 demisemiquavers simple-1236.png,"3706"
beam groups 12 demisemiquavers simple-1237.png,"3709"
beam groups 12 demisemiquavers simple-1238.png,"3712"
beam groups 12 demisemiquavers simple-1239.png,"3718"
beam groups 12 demisemiquavers simple-124.png,"370"
beam groups 12 demisemiquavers simple-1240.png,"3718"
beam groups 12 demisemiquavers simple-1241.png,"3721"
beam groups 12 demisemiquavers simple-1242.png,"3724"
beam groups 12 demisemiquavers simple-1243.png,"3727"
beam groups 12 demisemiquavers simple-1244.png,"3730"
beam groups 12 demisemiquavers simple-1245.png,"37383"
beam groups 12 demisemiquavers simple-1246.png,"37386"
beam groups 12 demisemiquavers simple-1247.png,"3739"
beam groups 12 demisemiquavers simple-1248.png,"3742"
beam groups 12 demisemiquavers simple-1249.png,"3745"
beam groups 12 demisemiquavers simple-125.png,"373"
beam groups 12 demisemiquavers simple-1250.png,"3748"
beam groups 12 demisemiquavers simple-1251.png,"3781"
beam groups 12 demisemiquavers simple-1252.png,"3754"
beam groups 12 demisemiquavers simple-1253.png,"3757"
beam groups 12 demisemiquavers simple-1254.png,"3760"
beam groups 12 demisemiquavers simple-1255.png,"3763"
beam groups 12 demisemiquavers simple-1256.png,"3766"
beam groups 12 demisemiquavers simple-1257.png,"3769"
beam groups 12 demisemiquavers simple-1258.png,"3772"
beam groups 12 demisemiquavers simple-1259.png,"3775"
beam groups 12 demisemiquavers simple-126.png,"376"
beam groups 12 demisemiquavers simple-1260.png,"3778"
beam groups 12 demisemiquavers simple-1261.png,"3781"
beam groups 12 demisemiquavers simple-1262.png,"3784"
beam groups 12 demisemiquavers simple-1263.png,"3787"
beam groups 12 demisemiquavers simple-1264.png,"3790"
beam groups 12 demisemiquavers simple-1265.png,"3793"
beam groups 12 demisemiquavers simple-1266.png,"3796"
beam groups 12 demisemiquavers simple-1267.png,"3799"
beam groups 12 demisemiquavers simple-1268.png,"3802"
beam groups 12 demisemiquavers simple-1269.png,"3805"
beam groups 12 demisemiquavers simple-127.png,"379"
beam groups 12 demisemiquavers simple-1270.png,"3808"
beam groups 12 demisemiquavers simple-1271.png,"3811"
beam groups 12 demisemiquavers simple-1272.png,"3814"
beam groups 12 demisemiquavers simple-1273.png,"3817"
beam groups 12 demisemiquavers simple-1274.png,"3820"
beam groups 12 demisemiquavers simple-1275.png,"3823"
beam groups 12 demisemiquavers simple-1276.png,"3826"
beam groups 12 demisemiquavers simple-1277.png,"3829"
beam groups 12 demisemiquavers simple-1278.png,"3832"
beam groups 12 demisemiquavers simple-1279.png,"3835"
beam groups 12 demisemiquavers simple-128.png,"382"
beam groups 12 demisemiquavers simple-1280.png,"3838"
beam groups 12 demisemiquavers simple-1281.png,"3841"
beam groups 12 demisemiquavers simple-1282.png,"3844"
beam groups 12 demisemiquavers simple-1283.png,"3847"
beam groups 12 demisemiquavers simple-1284.png,"3850"
beam groups 12 demisemiquavers simple-1285.png,"3853"
beam groups 12 demisemiquavers simple-1286.png,"3856"
beam groups 12 demisemiquavers simple-1287.png,"3859"
beam groups 12 demisemiquavers simple-1288.png,"3862"
beam groups 12 demisemiquavers simple-1289.png,"3865"
beam groups 12 demisemiquavers simple-129.png,"385"
beam groups 12 demisemiquavers simple-1290.png,"3868"
beam groups 12 demisemiquavers simple-1291.png,"3871"
beam groups 12 demisemiquavers simple-1292.png,"3874"
beam groups 12 demisemiquavers simple-1293.png,"3877"
beam groups 12 demisemiquavers simple-1294.png,"3880"
beam groups 12 demisemiquavers simple-1295.png,"3883"
beam groups 12 demisemiquavers simple-1296.png,"3886"
beam groups 12 demisemiquavers simple-1297.png,"3889"
beam groups 12 demisemiquavers simple-1298.png,"3892"
beam groups 12 demisemiquavers simple-1299.png,"3895"
beam groups 12 demisemiquavers simple-130.png,"388"
beam groups 12 demisemiquavers simple-1300.png,"3898"
beam groups 12 demisemiquavers simple-1301.png,"3901"
beam groups 12 demisemiquavers simple-1302.png,"3904"
beam groups 12 demisemiquavers simple-1303.png,"3907"
beam groups 12 demisemiquavers simple-1304.png,"3910"
beam groups 12 demisemiquavers simple-1305.png,"3913"
beam groups 12 demisemiquavers simple-1306.png,"3916"
beam groups 12 demisemiquavers simple-1307.png,"3919"
beam groups 12 demisemiquavers simple-1308.png,"3922"
beam groups 12 demisemiquavers simple-1309.png,"3925"
beam groups 12 demisemiquavers simple-131.png,"391"
beam groups 12 demisemiquavers simple-1310.png,"3928"
beam groups 12 demisemiquavers simple-1311.png,"3931"
beam groups 12 demisemiquavers simple-1312.png,"3934"
beam groups 12 demisemiquavers simple-1313.png,"3937"
beam groups 12 demisemiquavers simple-1314.png,"3940"
beam groups 12 demisemiquavers simple-1315.png,"3943"
beam groups 12 demisemiquavers simple-1316.png,"3946"
beam groups 12 demisemiquavers simple-1317.png,"3949"
beam groups 12 demisemiquavers simple-1318.png,"3952"
beam groups 12 demisemiquavers simple-1319.png,"3955"
beam groups 12 demisemiquavers simple-132.png,"394"
beam groups 12 demisemiquavers simple-1320.png,"3958"
beam groups 12 demisemiquavers simple-1321.png,"3961"
beam groups 12 demisemiquavers simple-1322.png,"3964"
beam groups 12 demisemiquavers simple-1323.png,"3967"
beam groups 12 demisemiquavers simple-1324.png,"3970"
beam groups 12 demisemiquavers simple-1325.png,"3973"
beam groups 12 demisemiquavers simple-1326.png,"3976"
beam groups 12 demisemiquavers simple-1327.png,"3979"
beam groups 12 demisemiquavers simple-1328.png,"3982"
beam groups 12 demisemiquavers simple-1329.png,"3985"
beam groups 12 demisemiquavers simple-133.png,"397"
beam groups 12 demisemiquavers simple-1330.png,"3988"
beam groups 12 demisemiquavers simple-1331.png,"3991"
beam groups 12 demisemiquavers simple-1332.png,"3994"
beam groups 12 demisemiquavers simple-1333.png,"3997"
beam groups 12 demisemiquavers simple-1334.png,"4000"
beam groups 12 demisemiquavers simple-1335.png,"4003"
beam groups 12 demisemiquavers simple-1336.png,"4006"
beam groups 12 demisemiquavers simple-1337.png,"4009"
beam groups 12 demisemiquavers simple-1338.png,"4012"
beam groups 12 demisemiquavers simple-1339.png,"4015"
beam groups 12 demisemiquavers simple-134.png,"400"
beam groups 12 demisemiquavers simple-1340.png,"4018"
beam groups 12 demisemiquavers simple-1341.png,"4021"
beam groups 12 demisemiquavers simple-1342.png,"4024"
beam groups 12 demisemiquavers simple-1343.png,"4027"
beam groups 12 demisemiquavers simple-1344.png,"4030"
beam groups 12 demisemiquavers simple-1345.png,"4033"
beam groups 12 demisemiquavers simple-1346.png,"4036"
beam groups 12 demisemiquavers simple-1347.png,"4039"
beam groups 12 demisemiquavers simple-1348.png,"4042"
beam groups 12 demisemiquavers simple-1349.png,"4045"
beam groups 12 demisemiquavers simple-135.png,"403"
beam groups 12 demisemiquavers simple-1350.png,"4048"
beam groups 12 demisemiquavers simple-1351.png,"4051"
beam groups 12 demisemiquavers simple-1352.png,"4054"
beam groups 12 demisemiquavers simple-1353.png,"4057"
beam groups 12 demisemiquavers simple-1354.png,"4060"
beam groups 12 demisemiquavers simple-1355.png,"4063"
beam groups 12 demisemiquavers simple-1356.png,"4066"
beam groups 12 demisemiquavers simple-1357.png,"4069"
beam groups 12 demisemiquavers simple-1358.png,"4072"
beam groups 12 demisemiquavers simple-1359.png,"4075"
beam groups 12 demisemiquavers simple-136.png,"406"
beam groups 12 demisemiquavers simple-1360.png,"4078"
beam groups 12 demisemiquavers simple-1361.png,"4081"
beam groups 12 demisemiquavers simple-1362.png,"4084"
beam groups 12 demisemiquavers simple-1363.png,"4087"
beam groups 12 demisemiquavers simple-1364.png,"4090"
beam groups 12 demisemiquavers simple-1365.png,"4093"
beam groups 12 demisemiquavers simple-137.png,"409"
beam groups 12 demisemiquavers simple-138.png,"412"
beam groups 12 demisemiquavers simple-139.png,"415"
beam groups 12 demisemiquavers simple-140.png,"418"
beam groups 12 demisemiquavers simple-141.png,"421"
beam groups 12 demisemiquavers simple-142.png,"424"
beam groups 12 demisemiquavers simple-143.png,"427"
beam groups 12 demisemiquavers simple-144.png,"430"
beam groups 12 demisemiquavers simple-145.png,"433"
beam groups 12 demisemiquavers simple-146.png,"436"
beam groups 12 demisemiquavers simple-147.png,"439"
beam groups 12 demisemiquavers simple-148.png,"442"
beam groups 12 demisemiquavers simple-149.png,"445"
beam groups 12 demisemiquavers simple-150.png,"448"
beam groups 12 demisemiquavers simple-151.png,"[4, 451]"
beam groups 12 demisemiquavers simple-152.png,"454"
beam groups 12 demisemiquavers simple-153.png,"457"
beam groups 12 demisemiquavers simple-154.png,"460"
beam groups 12 demisemiquavers simple-155.png,"463"
beam groups 12 demisemiquavers simple-156.png,"466"
beam groups 12 demisemiquavers simple-157.png,"469"
beam groups 12 demisemiquavers simple-158.png,"472"
beam groups 12 demisemiquavers simple-159.png,"475"
beam groups 12 demisemiquavers simple-160.png,"478"
beam groups 12 demisemiquavers simple-161.png,"481"
beam groups 12 demisemiquavers simple-162.png,"484"
beam groups 12 demisemiquavers simple-163.png,"487"
